strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url
KX547444	wnv	KX547444	2002-08-06	North America	USA	NY	NY/Niagara			genome					
KX547445	wnv	KX547445	2014-09-17	North America	USA	NY	NY/Suffolk			genome					
KX547446	wnv	KX547446	2004-06-07	North America	USA	NY	NY/Wyoming			genome					
KX547447	wnv	KX547447	2007-08-08	North America	USA	NY	NY/Suffolk			genome					
KX547448	wnv	KX547448	2002-08-29	North America	USA	NY	NY/Cayuga			genome					
KX547449	wnv	KX547449	2011-07-06	North America	USA	NY	NY/Suffolk			genome					
KX547450	wnv	KX547450	2015-08-05	North America	USA	NY	NY/Onondaga			genome					
KX547451	wnv	KX547451	2006-08-22	North America	USA	NY	NY/Monroe			genome					
KX547452	wnv	KX547452	2007-08-14	North America	USA	NY	NY/Nassau			genome					
KX547453	wnv	KX547453	2008-07-29	North America	USA	NY	NY/Suffolk			genome					
KX547454	wnv	KX547454	2004-08-03	North America	USA	NY	NY/Suffolk			genome					
KX547455	wnv	KX547455	2003-08-13	North America	USA	NY	NY/Nassau			genome					
KX547456	wnv	KX547456	2012-07-31	North America	USA	NY	NY/Chautauqua			genome					
KX547457	wnv	KX547457	2011-07-27	North America	USA	NY	NY/Nassau			genome					
KX547458	wnv	KX547458	2003-09-22	North America	USA	NY	NY/Suffolk			genome					
KX547459	wnv	KX547459	2002-09-26	North America	USA	NY	NY/Wyoming			genome					
KX547460	wnv	KX547460	2013-08-06	North America	USA	NY	NY/Madison			genome					
KX547461	wnv	KX547461	2005-08-08	North America	USA	NY	NY/Suffolk			genome					
KX547462	wnv	KX547462	2004-06-29	North America	USA	NY	NY/Jefferson			genome					
KX547463	wnv	KX547463	2009-08-25	North America	USA	NY	NY/Suffolk			genome					
KX547464	wnv	KX547464	2009-09-16	North America	USA	NY	NY/Westchester			genome					
KX547465	wnv	KX547465	2013-07-31	North America	USA	NY	NY/Westchester			genome					
KX547466	wnv	KX547466	2003-08-19	North America	USA	NY	NY/Suffolk			genome					
KX547467	wnv	KX547467	2013-09-12	North America	USA	NY	NY/Onondaga			genome					
KX547468	wnv	KX547468	2003-08-11	North America	USA	NY	NY/Columbia			genome					
KX547469	wnv	KX547469	2002-09-19	North America	USA	NY	NY/Schenectady			genome					
KX547470	wnv	KX547470	2007-08-09	North America	USA	NY	NY/Erie			genome					
KX547471	wnv	KX547471	2005-09-21	North America	USA	NY	NY/Erie			genome					
KX547472	wnv	KX547472	2006-08-31	North America	USA	NY	NY/Livingston			genome					
KX547473	wnv	KX547473	2013-07-17	North America	USA	NY	NY/Erie			genome					
KX547474	wnv	KX547474	2002-10-11	North America	USA	NY	NY/Albany			genome					
KX547475	wnv	KX547475	2006-08-06	North America	USA	NY	NY/Orleans			genome					
KX547476	wnv	KX547476	2008-08-07	North America	USA	NY	NY/Suffolk			genome					
KX547477	wnv	KX547477	2004-08-10	North America	USA	NY	NY/Monroe			genome					
KX547478	wnv	KX547478	2001-09-08	North America	USA	NY	NY/Rockland			genome					
KX547479	wnv	KX547479	2005-09-07	North America	USA	NY	NY/Suffolk			genome					
KX547480	wnv	KX547480	2003-09-22	North America	USA	NY	NY/Columbia			genome					
KX547481	wnv	KX547481	2005-09-01	North America	USA	NY	NY/Nassau			genome					
KX547482	wnv	KX547482	2013-08-07	North America	USA	NY	NY/Oswego			genome					
KX547483	wnv	KX547483	2014-07-03	North America	USA	NY	NY/Nassau			genome					
KX547484	wnv	KX547484	2002-10-01	North America	USA	NY	NY/Genesee			genome					
KX547485	wnv	KX547485	2014-06-13	North America	USA	NY	NY/Rockland			genome					
KX547486	wnv	KX547486	2005-09-13	North America	USA	NY	NY/Erie			genome					
KX547487	wnv	KX547487	2004-10-04	North America	USA	NY	NY/New-York			genome					
KX547488	wnv	KX547488	2011-09-15	North America	USA	NY	NY/Suffolk			genome					
KX547489	wnv	KX547489	2004-07-29	North America	USA	NY	NY/Richmond			genome					
KX547490	wnv	KX547490	2002-09-06	North America	USA	NY	NY/Chemung			genome					
KX547491	wnv	KX547491	2007-09-04	North America	USA	NY	NY/Queens			genome					
KX547492	wnv	KX547492	2002-09-26	North America	USA	NY	NY/Westchester			genome					
KX547493	wnv	KX547493	2004-09-19	North America	USA	NY	NY/Orange			genome					
KX547494	wnv	KX547494	2010-09-12	North America	USA	NY	NY/Schenectady			genome					
KX547495	wnv	KX547495	2011-07-21	North America	USA	NY	NY/Westchester			genome					
KX547496	wnv	KX547496	2007-07-25	North America	USA	NY	NY/Niagara			genome					
KX547497	wnv	KX547497	2012-08-01	North America	USA	NY	NY/Onondaga			genome					
KX547498	wnv	KX547498	2009-09-09	North America	USA	NY	NY/Erie			genome					
KX547499	wnv	KX547499	2004-07-14	North America	USA	NY	NY/Herkimer			genome					
KX547500	wnv	KX547500	2007-08-23	North America	USA	NY	NY/Dutchess			genome					
KX547501	wnv	KX547501	2004-09-10	North America	USA	NY	NY/Queens			genome					
KX547502	wnv	KX547502	2006-09-13	North America	USA	NY	NY/Suffolk			genome					
KX547503	wnv	KX547503	2002-08-14	North America	USA	NY	NY/Erie			genome					
KX547504	wnv	KX547504	2008-09-19	North America	USA	NY	NY/Rockland			genome					
KX547505	wnv	KX547505	2002-09-26	North America	USA	NY	NY/Warren			genome					
KX547506	wnv	KX547506	2002-08-21	North America	USA	NY	NY/Lewis			genome					
KX547507	wnv	KX547507	2011-08-11	North America	USA	NY	NY/Onondaga			genome					
KX547508	wnv	KX547508	2005-09-05	North America	USA	NY	NY/Lewis			genome					
KX547509	wnv	KX547509	2002-08-13	North America	USA	NY	NY/Westchester			genome					
KX547510	wnv	KX547510	2007-09-14	North America	USA	NY	NY/Nassau			genome					
KX547511	wnv	KX547511	2006-08-21	North America	USA	NY	NY/Erie			genome					
KX547512	wnv	KX547512	2005-08-22	North America	USA	NY	NY/Chautauqua			genome					
KX547513	wnv	KX547513	2005-09-14	North America	USA	NY	NY/Suffolk			genome					
KX547514	wnv	KX547514	2013-09-12	North America	USA	NY	NY/Oswego			genome					
KX547515	wnv	KX547515	2009-09-02	North America	USA	NY	NY/Schenectady			genome					
KX547516	wnv	KX547516	2007-08-22	North America	USA	NY	NY/Tompkins			genome					
KX547517	wnv	KX547517	2009-09-04	North America	USA	NY	NY/Ulster			genome					
KX547518	wnv	KX547518	2009-08-31	North America	USA	NY	NY/Columbia			genome					
KX547519	wnv	KX547519	2000-09-01	North America	USA	NY	NY/Westchester			genome					
KX547520	wnv	KX547520	2012-09-11	North America	USA	NY	NY/Westchester			genome					
KX547521	wnv	KX547521	2005-08-18	North America	USA	NY	NY/Schuyler			genome					
KX547522	wnv	KX547522	2009-08-10	North America	USA	NY	NY/Nassau			genome					
KX547523	wnv	KX547523	2005-07-16	North America	USA	NY	NY/Albany			genome					
KX547524	wnv	KX547524	2013-08-21	North America	USA	NY	NY/Westchester			genome					
KX547525	wnv	KX547525	2002-09-02	North America	USA	NY	NY/Montgomery			genome					
KX547526	wnv	KX547526	2003-09-05	North America	USA	NY	NY/Nassau			genome					
KX547527	wnv	KX547527	2002-10-03	North America	USA	NY	NY/Schenectady			genome					
KX547528	wnv	KX547528	2007-08-24	North America	USA	NY	NY/Queens			genome					
KX547529	wnv	KX547529	2011-08-24	North America	USA	NY	NY/Onondaga			genome					
KX547530	wnv	KX547530	2005-09-30	North America	USA	NY	NY/Dutchess			genome					
KX547531	wnv	KX547531	2003-08-13	North America	USA	NY	NY/Erie			genome					
KX547532	wnv	KX547532	2005-08-01	North America	USA	NY	NY/Suffolk			genome					
KX547533	wnv	KX547533	2004-05-20	North America	USA	NY	NY/Cattaraugus			genome					
KX547534	wnv	KX547534	2004-09-29	North America	USA	NY	NY/Erie			genome					
KX547535	wnv	KX547535	2007-09-06	North America	USA	NY	NY/Schenectady			genome					
KX547536	wnv	KX547536	2004-06-01	North America	USA	NY	NY/Chautauqua			genome					
KX547537	wnv	KX547537	2011-09-27	North America	USA	NY	NY/Suffolk			genome					
KX547538	wnv	KX547538	2001-08-15	North America	USA	NY	NY/Nassau			genome					
KX547539	wnv	KX547539	2007-08-22	North America	USA	NY	NY/Tompkins			genome					
KX547540	wnv	KX547540	2012-09-27	North America	USA	NY	NY/Onondaga			genome					
KX547541	wnv	KX547541	2009-08-28	North America	USA	NY	NY/Nassau			genome					
KX547542	wnv	KX547542	2004-06-07	North America	USA	NY	NY/Erie			genome					
KX547543	wnv	KX547543	2007-09-05	North America	USA	NY	NY/Westchester			genome					
KX547544	wnv	KX547544	2009-08-26	North America	USA	NY	NY/Onondaga			genome					
KX547545	wnv	KX547545	2007-09-28	North America	USA	NY	NY/Monroe			genome					
KX547546	wnv	KX547546	2006-09-19	North America	USA	NY	NY/Otsego			genome					
KX547547	wnv	KX547547	2012-08-23	North America	USA	NY	NY/Oswego			genome					
KX547548	wnv	KX547548	2014-09-02	North America	USA	NY	NY/Oswego			genome					
KX547549	wnv	KX547549	2003-10-02	North America	USA	NY	NY/Cortland			genome					
KX547550	wnv	KX547550	2003-09-04	North America	USA	NY	NY/Onondaga			genome					
KX547551	wnv	KX547551	2013-10-03	North America	USA	NY	NY/Onondaga			genome					
KX547552	wnv	KX547552	2010-09-16	North America	USA	NY	NY/Kings			genome					
KX547553	wnv	KX547553	2006-09-16	North America	USA	NY	NY/Jefferson			genome					
KX547554	wnv	KX547554	2002-09-12	North America	USA	NY	NY/Bronx			genome					
KX547555	wnv	KX547555	2012-07-17	North America	USA	NY	NY/Orange			genome					
KX547556	wnv	KX547556	2012-09-06	North America	USA	NY	NY/Oswego			genome					
KX547557	wnv	KX547557	2009-09-22	North America	USA	NY	NY/Suffolk			genome					
KX547558	wnv	KX547558	2008-09-04	North America	USA	NY	NY/Nassau			genome					
KX547559	wnv	KX547559	2012-09-11	North America	USA	NY	NY/Nassau			genome					
KX547560	wnv	KX547560	2005-09-17	North America	USA	NY	NY/Suffolk			genome					
KX547561	wnv	KX547561	2009-09-01	North America	USA	NY	NY/Suffolk			genome					
KX547562	wnv	KX547562	2010-07-27	North America	USA	NY	NY/Erie			genome					
KX547563	wnv	KX547563	2006-08-09	North America	USA	NY	NY/Westchester			genome					
KX547564	wnv	KX547564	2002-08-19	North America	USA	NY	NY/Suffolk			genome					
KX547565	wnv	KX547565	2013-09-24	North America	USA	NY	NY/Onondaga			genome					
KX547566	wnv	KX547566	2002-07-24	North America	USA	NY	NY/Onondaga			genome					
KX547567	wnv	KX547567	2006-08-26	North America	USA	NY	NY/Cortland			genome					
KX547568	wnv	KX547568	2010-08-20	North America	USA	NY	NY/Albany			genome					
KX547569	wnv	KX547569	2006-08-09	North America	USA	NY	NY/Chautauqua			genome					
KX547570	wnv	KX547570	2005-09-02	North America	USA	NY	NY/Rockland			genome					
KX547571	wnv	KX547571	2005-09-13	North America	USA	NY	NY/Rockland			genome					
KX547572	wnv	KX547572	2010-07-06	North America	USA	NY	NY/Nassau			genome					
KX547573	wnv	KX547573	2003-08-04	North America	USA	NY	NY/Niagara			genome					
KX547574	wnv	KX547574	2012-07-10	North America	USA	NY	NY/Suffolk			genome					
KX547575	wnv	KX547575	2012-06-20	North America	USA	NY	NY/Suffolk			genome					
KX547576	wnv	KX547576	2011-10-07	North America	USA	NY	NY/Onondaga			genome					
KX547577	wnv	KX547577	2004-07-14	North America	USA	NY	NY/Herkimer			genome					
KX547578	wnv	KX547578	2005-10-18	North America	USA	NY	NY/Queens			genome					
KX547579	wnv	KX547579	2012-07-20	North America	USA	NY	NY/Nassau			genome					
KX547580	wnv	KX547580	2008-08-13	North America	USA	NY	NY/Niagara			genome					
KX547581	wnv	KX547581	2003-07-29	North America	USA	NY	NY/Putnam			genome					
KX547582	wnv	KX547582	2010-07-02	North America	USA	NY	NY/Rockland			genome					
KX547583	wnv	KX547583	2004-06-04	North America	USA	NY	NY/Suffolk			genome					
KX547584	wnv	KX547584	2002-09-06	North America	USA	NY	NY/Chemung			genome					
KX547585	wnv	KX547585	2009-09-02	North America	USA	NY	NY/Albany			genome					
KX547586	wnv	KX547586	2002-09-19	North America	USA	NY	NY/Dutchess			genome					
KX547587	wnv	KX547587	2006-08-03	North America	USA	NY	NY/Suffolk			genome					
KX547588	wnv	KX547588	2004-08-27	North America	USA	NY	NY/Kings			genome					
KX547589	wnv	KX547589	2007-08-24	North America	USA	NY	NY/Queens			genome					
KX547590	wnv	KX547590	2004-09-09	North America	USA	NY	NY/Queens			genome					
KX547591	wnv	KX547591	2004-09-02	North America	USA	NY	NY/Rockland			genome					
KX547592	wnv	KX547592	2003-08-22	North America	USA	NY	NY/Albany			genome					
KX547593	wnv	KX547593	2003-09-28	North America	USA	NY	NY/Washington			genome					
KX547594	wnv	KX547594	2013-07-31	North America	USA	NY	NY/Westchester			genome					
KX547595	wnv	KX547595	2007-08-23	North America	USA	NY	NY/Dutchess			genome					
KX547596	wnv	KX547596	2005-08-11	North America	USA	NY	NY/Suffolk			genome					
KX547597	wnv	KX547597	2004-09-14	North America	USA	NY	NY/Richmond			genome					
KX547598	wnv	KX547598	2009-09-03	North America	USA	NY	NY/Dutchess			genome					
KX547599	wnv	KX547599	2005-09-29	North America	USA	NY	NY/Westchester			genome					
KX547600	wnv	KX547600	2010-09-13	North America	USA	NY	NY/Rensselaer			genome					
KX547601	wnv	KX547601	2010-08-09	North America	USA	NY	NY/Nassau			genome					
KX547602	wnv	KX547602	2000-09-01	North America	USA	NY	NY/Westchester			genome					
KX547603	wnv	KX547603	2002-09-20	North America	USA	NY	NY/Saratoga			genome					
KX547604	wnv	KX547604	2013-08-28	North America	USA	NY	NY/Erie			genome					
KX547605	wnv	KX547605	2004-07-11	North America	USA	NY	NY/Lewis			genome					
KX547606	wnv	KX547606	2008-08-01	North America	USA	NY	NY/Rockland			genome					
KX547607	wnv	KX547607	2006-08-28	North America	USA	NY	NY/Erie			genome					
KX547608	wnv	KX547608	2009-08-25	North America	USA	NY	NY/Erie			genome					
KX547609	wnv	KX547609	2003-09-25	North America	USA	NY	NY/Albany			genome					
KX547610	wnv	KX547610	2004-08-10	North America	USA	NY	NY/Monroe			genome					
KX547611	wnv	KX547611	2009-08-27	North America	USA	NY	NY/Columbia			genome					
KX547612	wnv	KX547612	2012-08-21	North America	USA	NY	NY/Suffolk			genome					
KX547613	wnv	KX547613	2003-08-27	North America	USA	NY	NY/Suffolk			genome					
KX547614	wnv	KX547614	2005-07-06	North America	USA	NY	NY/Erie			genome					
KX547615	wnv	KX547615	2006-07-26	North America	USA	NY	NY/Suffolk			genome					
KX547616	wnv	KX547616	2007-09-20	North America	USA	NY	NY/Kings			genome					
KX547617	wnv	KX547617	2003-08-26	North America	USA	NY	NY/Orange			genome					
KX547618	wnv	KX547618	2003-09-25	North America	USA	NY	NY/Ulster			genome					
KX547619	wnv	KX547619	2002-08-15	North America	USA	NY	NY/Onondaga			genome					
KX547620	wnv	KX547620	2002-08-29	North America	USA	NY	NY/Jefferson			genome					
KX547621	wnv	KX547621	2004-09-29	North America	USA	NY	NY/Nassau			genome					
KY216149	wnv	KY216149	2012-06-20	North America	USA	NY	NY/Suffolk			genome					
KY216150	wnv	KY216150	2012-07-11	North America	USA	NY	NY/Suffolk			genome					
KY216151	wnv	KY216151	2012-07-17	North America	USA	NY	NY/Suffolk			genome					
KY216152	wnv	KY216152	2012-07-17	North America	USA	NY	NY/Suffolk			genome					
KY216153	wnv	KY216153	2012-07-25	North America	USA	NY	NY/Suffolk			genome					
KY216154	wnv	KY216154	2012-07-25	North America	USA	NY	NY/Suffolk			genome					
KY216155	wnv	KY216155	2012-07-31	North America	USA	NY	NY/Suffolk			genome					
KY229067	wnv	KY229067	2012-07-31	North America	USA					genome					
KY229068	wnv	KY229068	2012-08-01	North America	USA	NY	NY/Suffolk			genome					
KY229069	wnv	KY229069	2012-08-07	North America	USA	NY	NY/Suffolk			genome					
KY229070	wnv	KY229070	2012-08-09	North America	USA	NY	NY/Suffolk			genome					
KY229071	wnv	KY229071	2012-08-07	North America	USA	NY	NY/Suffolk			genome					
KY229072	wnv	KY229072	2012-08-14	North America	USA	NY	NY/Suffolk			genome					
KY229073	wnv	KY229073	2012-08-21	North America	USA	NY	NY/Suffolk			genome					
KY229074	wnv	KY229074	2012-08-21	North America	USA	NY	NY/Suffolk			genome					
KY782105	wnv	KY782105	2012-07-18	North America	USA	IL	IL			genome					
KY782106	wnv	KY782106	2012-07-25	North America	USA	IL	IL			genome					
KY782107	wnv	KY782107	2012-08-01	North America	USA	IL	IL			genome					
KY782108	wnv	KY782108	2010-08-24	North America	USA	IL	IL			genome					
KY782109	wnv	KY782109	2005-08-03	North America	USA	IL	IL			genome					
KY782110	wnv	KY782110	2005-08-03	North America	USA	IL	IL			genome					
KY782111	wnv	KY782111	2005-09-14	North America	USA	IL	IL			genome					
KY782112	wnv	KY782112	2005-09-15	North America	USA	IL	IL			genome					
KY782113	wnv	KY782113	2007-07-07	North America	USA	IL	IL			genome					
KY782114	wnv	KY782114	2009-08-12	North America	USA	IL	IL			genome					
KY782115	wnv	KY782115	2010-08-04	North America	USA	IL	IL			genome					
KY782116	wnv	KY782116	2010-08-12	North America	USA	IL	IL			genome					
KY782117	wnv	KY782117	2010-08-18	North America	USA	IL	IL			genome					
KY782118	wnv	KY782118	2010-08-20	North America	USA	IL	IL			genome					
KY782119	wnv	KY782119	2010-08-25	North America	USA	IL	IL			genome					
KY782120	wnv	KY782120	2010-09-01	North America	USA	IL	IL			genome					
KY782121	wnv	KY782121	2010-09-01	North America	USA	IL	IL			genome					
KY782122	wnv	KY782122	2010-09-03	North America	USA	IL	IL			genome					
KY782123	wnv	KY782123	2010-09-24	North America	USA	IL	IL			genome					
KY782124	wnv	KY782124	2012-08-31	North America	USA	IL	IL			genome					
MF004388	wnv	MF004388	2008-09-29	North America	USA	WI	WI			genome					
MF175806	wnv	MF175806	2012-09-24	North America	USA	TX	TX/Denton			genome					
MF175807	wnv	MF175807	2012-09-21	North America	USA	TX	TX/Ellis			genome					
MF175808	wnv	MF175808	2012-09-19	North America	USA	TX	TX/Denton			genome					
MF175809	wnv	MF175809	2012-09-18	North America	USA	TX	TX/Dallas			genome					
MF175810	wnv	MF175810	2012-09-17	North America	USA	TX	TX/Tarrant			genome					
MF175811	wnv	MF175811	2012-09-12	North America	USA	TX	TX/Collin			genome					
MF175812	wnv	MF175812	2012-09-05	North America	USA	TX	TX/Collin			genome					
MF175813	wnv	MF175813	2012-09-04	North America	USA	TX	TX/Dallas			genome					
MF175814	wnv	MF175814	2012-09-04	North America	USA	TX	TX/Denton			genome					
MF175815	wnv	MF175815	2012-10-09	North America	USA	TX	TX/Dallas			genome					
MF175816	wnv	MF175816	2013-08-27	North America	USA	TX	TX/Dallas			genome					
MF175817	wnv	MF175817	2013-07-30	North America	USA	TX	TX/Dallas			genome					
MF175818	wnv	MF175818	2013-09-26	North America	USA	TX	TX/Dallas			genome					
MF175819	wnv	MF175819	2013-09-11	North America	USA	TX	TX/Dallas			genome					
MF175820	wnv	MF175820	2013-09-10	North America	USA	TX	TX/Dallas			genome					
MF175821	wnv	MF175821	2013-08-20	North America	USA	TX	TX/Dallas			genome					
MF175822	wnv	MF175822	2013-08-20	North America	USA	TX	TX/Dallas			genome					
MF175823	wnv	MF175823	2013-08-15	North America	USA	TX	TX/Dallas			genome					
MF175824	wnv	MF175824	2013-08-15	North America	USA	TX	TX/Dallas			genome					
