strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url	latitude	longitude	county
KR348965	wnv	KR348965	2011-10-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348966	wnv	KR348966	2011-10-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348967	wnv	KR348967	2011-11-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348968	wnv	KR348968	2008-07-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348969	wnv	KR348969	2011-06-24	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348970	wnv	KR348970	2008-07-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348971	wnv	KR348971	2011-06-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348972	wnv	KR348972	2011-06-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348973	wnv	KR348973	2011-06-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348974	wnv	KR348974	2004-03-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348975	wnv	KR348975	2004-03-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348976	wnv	KR348976	2011-07-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348977	wnv	KR348977	2011-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348978	wnv	KR348978	2008-06-27	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348979	wnv	KR348979	2004-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348980	wnv	KR348980	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348981	wnv	KR348981	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348982	wnv	KR348982	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348983	wnv	KR348983	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348984	wnv	KR348984	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348985	wnv	KR348985	2007-08-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348986	wnv	KR348986	2007-08-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348987	wnv	KR348987	2008-10-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348988	wnv	KR348988	2008-12-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348989	wnv	KR348989	2007-11-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348990	wnv	KR348990	2007-09-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348991	wnv	KR348991	2007-09-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348992	wnv	KR348992	2006-09-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348993	wnv	KR348993	2011-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348994	wnv	KR348994	2005-08-24	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348995	wnv	KR348995	2005-08-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348996	wnv	KR348996	2004-08-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348997	wnv	KR348997	2005-06-29	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348998	wnv	KR348998	2008-06-27	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR348999	wnv	KR348999	2005-07-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349000	wnv	KR349000	2008-07-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349001	wnv	KR349001	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349002	wnv	KR349002	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349003	wnv	KR349003	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349004	wnv	KR349004	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349005	wnv	KR349005	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349006	wnv	KR349006	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349007	wnv	KR349007	2005-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349008	wnv	KR349008	2005-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349009	wnv	KR349009	2005-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349010	wnv	KR349010	2005-07-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349011	wnv	KR349011	2005-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349012	wnv	KR349012	2005-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349013	wnv	KR349013	2007-09-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349014	wnv	KR349014	2008-08-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349015	wnv	KR349015	2004-11-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349016	wnv	KR349016	2004-08-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349017	wnv	KR349017	2007-07-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349018	wnv	KR349018	2007-07-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349019	wnv	KR349019	2009-08-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349020	wnv	KR349020	2011-02-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349021	wnv	KR349021	2011-01-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349022	wnv	KR349022	2011-02-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349023	wnv	KR349023	2004-08-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349024	wnv	KR349024	2003-08-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349025	wnv	KR349025	2007-07-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR349026	wnv	KR349026	2011-09-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
KR868734	wnv	KR868734	2012-08-22	North America	USA	NA	CO			genome						39.0598	-105.3111	
KT020853	wnv	KT020853	2014-09-01	North America	USA	NE	NE/Dundy			genome						40.1438	-101.6931	Dundy
KT862843	wnv	KT862843	2010-09-08	North America	USA	NA	TX			genome						31.0545	-97.5635	
KT862844	wnv	KT862844	2011-08-29	North America	USA	NA	TX			genome						31.0545	-97.5635	
KU978766	wnv	KU978766	2008-07-15	North America	USA	NA	COL/ANT/Medellin			genome								
KX547164	wnv	KX547164	2006-09-08	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547165	wnv	KX547165	2005-09-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547166	wnv	KX547166	2003-10-28	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547167	wnv	KX547167	2013-09-04	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547168	wnv	KX547168	2012-09-27	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547169	wnv	KX547169	2015-09-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547170	wnv	KX547170	2003-09-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547171	wnv	KX547171	2011-08-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547172	wnv	KX547172	2009-09-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547173	wnv	KX547173	2005-08-31	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547174	wnv	KX547174	2013-07-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547175	wnv	KX547175	2008-07-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547176	wnv	KX547176	2003-08-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547177	wnv	KX547177	2012-07-06	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547178	wnv	KX547178	2003-08-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547179	wnv	KX547179	2002-08-08	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547180	wnv	KX547180	2006-09-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547181	wnv	KX547181	2003-09-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547182	wnv	KX547182	2002-09-11	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547183	wnv	KX547183	2008-07-22	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547184	wnv	KX547184	2013-08-28	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547185	wnv	KX547185	2012-09-06	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547186	wnv	KX547186	2008-07-08	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547187	wnv	KX547187	2008-08-28	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547188	wnv	KX547188	2003-08-15	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547189	wnv	KX547189	2002-08-09	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547190	wnv	KX547190	2013-07-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547191	wnv	KX547191	2008-08-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547192	wnv	KX547192	2011-08-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547193	wnv	KX547193	2005-10-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547194	wnv	KX547194	2002-09-21	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547195	wnv	KX547195	2007-09-19	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547196	wnv	KX547196	2013-09-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547197	wnv	KX547197	2004-07-29	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547198	wnv	KX547198	2012-08-28	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547199	wnv	KX547199	2005-07-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547200	wnv	KX547200	2012-08-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547201	wnv	KX547201	2012-07-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547202	wnv	KX547202	2004-09-26	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547203	wnv	KX547203	2001-10-04	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547204	wnv	KX547204	2002-09-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547205	wnv	KX547205	2005-08-19	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547206	wnv	KX547206	2015-08-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547207	wnv	KX547207	2002-08-14	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547208	wnv	KX547208	2007-07-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547209	wnv	KX547209	2006-10-22	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547210	wnv	KX547210	2001-08-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547211	wnv	KX547211	2006-09-11	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547212	wnv	KX547212	2003-09-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547213	wnv	KX547213	2002-09-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547214	wnv	KX547214	2009-09-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547215	wnv	KX547215	2006-08-22	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547216	wnv	KX547216	2011-09-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547217	wnv	KX547217	2005-09-29	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547218	wnv	KX547218	2003-08-14	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547219	wnv	KX547219	2007-08-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547220	wnv	KX547220	2011-08-18	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547221	wnv	KX547221	2014-09-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547222	wnv	KX547222	2012-07-06	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547223	wnv	KX547223	2005-09-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547224	wnv	KX547224	2006-09-08	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547225	wnv	KX547225	2010-09-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547226	wnv	KX547226	2007-07-25	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547227	wnv	KX547227	2011-09-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547228	wnv	KX547228	2002-09-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547229	wnv	KX547229	2006-08-29	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547230	wnv	KX547230	2002-09-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547231	wnv	KX547231	2007-08-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547232	wnv	KX547232	2004-08-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547233	wnv	KX547233	2007-07-19	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547234	wnv	KX547234	2012-07-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547235	wnv	KX547235	2015-08-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547236	wnv	KX547236	2011-09-15	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547237	wnv	KX547237	2004-08-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547238	wnv	KX547238	2002-08-21	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547239	wnv	KX547239	2003-08-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547240	wnv	KX547240	2008-09-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547241	wnv	KX547241	2003-09-09	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547242	wnv	KX547242	2010-08-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547243	wnv	KX547243	2006-08-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547244	wnv	KX547244	2003-10-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547245	wnv	KX547245	2002-09-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547246	wnv	KX547246	2002-09-06	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547247	wnv	KX547247	2002-08-14	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547248	wnv	KX547248	2003-09-26	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547249	wnv	KX547249	2004-09-15	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547250	wnv	KX547250	2006-08-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547251	wnv	KX547251	2002-07-19	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547252	wnv	KX547252	2002-09-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547253	wnv	KX547253	2004-05-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547254	wnv	KX547254	2013-07-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547255	wnv	KX547255	2011-09-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547256	wnv	KX547256	2004-08-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547257	wnv	KX547257	2007-09-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547258	wnv	KX547258	2006-07-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547259	wnv	KX547259	2005-08-11	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547260	wnv	KX547260	2006-08-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547261	wnv	KX547261	2002-09-04	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547262	wnv	KX547262	2005-07-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547263	wnv	KX547263	2002-09-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547264	wnv	KX547264	2004-08-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547265	wnv	KX547265	2009-08-31	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547266	wnv	KX547266	2002-08-09	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547267	wnv	KX547267	2003-09-29	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547268	wnv	KX547268	2006-08-09	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547269	wnv	KX547269	2013-08-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547270	wnv	KX547270	2006-08-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547271	wnv	KX547271	2006-08-12	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547272	wnv	KX547272	2001-08-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547273	wnv	KX547273	2006-07-31	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547274	wnv	KX547274	2013-09-05	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547275	wnv	KX547275	2004-09-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547276	wnv	KX547276	2011-07-18	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547277	wnv	KX547277	2004-09-23	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547278	wnv	KX547278	2012-09-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547279	wnv	KX547279	2010-07-08	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547280	wnv	KX547280	2012-09-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547281	wnv	KX547281	2004-06-04	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547282	wnv	KX547282	2004-09-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547283	wnv	KX547283	2012-08-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547284	wnv	KX547284	2008-08-15	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547285	wnv	KX547285	2004-08-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547286	wnv	KX547286	2015-09-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547287	wnv	KX547287	2003-09-29	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547288	wnv	KX547288	2003-07-27	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547289	wnv	KX547289	2005-10-05	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547290	wnv	KX547290	2007-08-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547291	wnv	KX547291	2012-08-14	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547292	wnv	KX547292	2009-09-16	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547293	wnv	KX547293	2011-08-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547294	wnv	KX547294	2010-09-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547295	wnv	KX547295	2011-08-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547296	wnv	KX547296	2004-05-11	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547297	wnv	KX547297	2007-08-06	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547298	wnv	KX547298	2004-08-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547299	wnv	KX547299	2002-08-25	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547300	wnv	KX547300	2009-08-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547301	wnv	KX547301	2002-09-10	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547302	wnv	KX547302	2004-08-04	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547303	wnv	KX547303	2005-07-27	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547304	wnv	KX547304	2004-09-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547305	wnv	KX547305	2002-08-25	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547306	wnv	KX547306	2009-09-02	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547307	wnv	KX547307	2005-08-15	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547308	wnv	KX547308	2004-09-30	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547309	wnv	KX547309	2008-08-14	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547310	wnv	KX547310	2003-08-26	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547311	wnv	KX547311	2003-09-25	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547312	wnv	KX547312	2004-05-20	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547313	wnv	KX547313	2004-08-03	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547314	wnv	KX547314	2002-09-27	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547315	wnv	KX547315	2012-08-24	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547316	wnv	KX547316	2001-09-13	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547317	wnv	KX547317	2004-07-27	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547318	wnv	KX547318	2006-08-19	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547319	wnv	KX547319	2009-09-07	North America	USA	NA	NY			genome						42.1657	-74.9481	
KX547320	wnv	KX547320	2002-09-17	North America	USA	NA	NY			genome						42.1657	-74.9481	
